DistrictName,ST_LEAID,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment
Community Charter School of Paterson,NJ-806021,2023-24,72.0,62.0,62,53.5,72,79,83,79,52,51,63,38.3,<10%,41.8,NA,NA,NA,NA,NA,NA,NA,0.0693835616438356,20.2,<10%,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021504273504273506,0.02572597137014315,14:1,67:1,62,11.4,3.5,37.0,30.6,1.6,211,24.2,9.3,85.7,0,98,92,97,93,98,96,101,103,97,0,0,0,0,875
Burch Charter School of Excellence,NJ-806022,2023-24,38.0,44.0,39,27.5,NA,NA,NA,39,53.5,NA,NA,24.6,*,25.2,NA,NA,NA,NA,NA,NA,NA,0,25.4,*,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022481751824817518,0.022481751824817518,22:1,78:1,14,7.6,5.2,57.1,28.6,0,45,14.5,2.9,85.8,0,61,61,51,56,42,39,0,0,0,0,0,0,0,310
Paul Robeson Charter School for the Humanities,NJ-806025,2023-24,56.0,55.0,64.5,60,45.5,56,59,49,76,38,59,43.9,13.0,48.4,NA,NA,NA,NA,NA,NA,NA,0.05967667436489607,23.4,<10%,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027875288683602773,0.030692520775623268,12:1,217:1,37,8.4,5.0,56.8,29.7,18.9,23,5.3,10.8,95.9,0,0,0,0,52,77,78,77,78,72,0,0,0,0,434
Vineland Public Charter School,NJ-806028,2023-24,54.5,55.0,60.5,48,69.5,48,41,55,84,54,34,47.1,14.3,51.9,NA,NA,NA,NA,NA,NA,NA,0.1,19.8,<10%,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014763636363636366,0.017203389830508477,13:1,206:1,32,5.4,2.3,25.9,9.4,9.4,90,23.6,10.2,25.5,30,32,40,38,46,36,36,59,55,39,0,0,0,0,411
Newark Educators Community Charter School,NJ-806029,2023-24,73.0,48.5,72,NA,NA,NA,NA,47,NA,NA,NA,51.1,30.0,57.1,NA,NA,NA,NA,NA,NA,NA,0.15106382978723404,46.7,30.0,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06340425531914894,0.06340425531914894,11:1,51:1,14,17.3,1.0,0.0,0,0,33,30.3,12.3,69.5,44,24,19,18,22,27,0,0,0,0,0,0,0,0,154
The Ethical Community Charter School School District,NJ-806030,2023-24,46.5,37.0,67,32,36,39.5,33,47,34,23,45.5,40.5,10.7,44.8,NA,NA,NA,NA,NA,NA,NA,0.07115555555555557,25.9,14.3,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0492,0.058882978723404256,21:1,68:1,16,7.2,4.2,38.5,18.8,0,93,27.3,11.1,51.2,0,39,36,42,42,48,35,24,39,37,0,0,0,0,342
Academy for Urban Leadership Charter School,NJ-806032,2023-24,18.0,24.5,NA,NA,NA,11,19,NA,NA,NA,26,<10%,*,<10%,NA,NA,NA,NA,NA,NA,NA,NA,<10%,*,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12:1,111:1,27,9.3,3.6,37.0,7.4,3.7,22,6.6,5.1,61.1,0,0,0,0,0,0,0,0,29,72,58,57,56,62,334
The Barack Obama Green Charter High School District,NJ-806033,2023-24,36.5,46.0,NA,NA,38,32,NA,NA,NA,54,42,22.7,*,23.8,NA,NA,NA,NA,NA,NA,NA,0.01674074074074074,17.1,*,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00864,0.014210526315789474,12:1,79:1,26,8.8,2.8,25.0,3.8,19.2,54,17.2,8.9,81.2,0,0,0,0,0,0,0,40,36,0,60,60,57,61,314
Hoboken Dual Language Charter School,NJ-806036,2023-24,58.0,48.0,45.5,67,69.5,62,47,46,22,52,72,91.0,61.5,94.1,NA,NA,NA,NA,NA,NA,NA,0.5095698924731183,77.4,46.2,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22344086021505377,0.2541772151898734,31:1,428:1,14,8.7,6.1,78.6,7.1,0,28,6.5,9.3,8.2,0,50,50,48,49,50,47,46,45,43,0,0,0,0,428
Hatikvah International Academy Charter School,NJ-806041,2023-24,65.5,69.5,82,69,62,52,46,74,71,67,58,88.8,68.1,91.6,NA,NA,NA,NA,NA,NA,NA,0.4749253731343284,81.5,57.4,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3581592039800995,0.36357954545454546,14:1,127:1,44,8.7,5.6,63.6,2.3,13.6,67,10.5,11.2,6.9,0,75,78,78,78,77,77,75,51,46,0,0,0,0,635
Great Oaks Legacy Charter School,NJ-806053,2023-24,58.0,51.0,48.5,53.5,65,67.5,57,39,64,45,54.5,46.1,10.2,51.9,NA,NA,NA,NA,NA,NA,NA,0.10333863275039745,22.1,<10%,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01513189448441247,0.018577494692144373,25:1,112:1,86,7.4,2.7,32.6,40.7,17.4,631,30.6,15.0,82.9,57,171,150,175,182,152,214,236,200,214,116,93,84,78,2122
Roseville Community Charter School,NJ-806058,2023-24,63.0,50.5,63,NA,NA,NA,NA,50.5,NA,NA,NA,39.2,<10%,49.3,NA,NA,NA,NA,NA,NA,NA,0.07200000000000001,26.5,<10%,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02764705882352941,0.02764705882352941,11:1,70:1,26,10.2,3.9,50.0,0,0,110,39.4,13.9,94.6,0,55,59,66,53,47,0,0,0,0,0,0,0,0,280
Atlantic Community Charter School,NJ-806060,2023-24,40.0,35.5,19,37,58.5,43,35,16,44,40,57,22.2,<10%,27.2,NA,NA,NA,NA,NA,NA,NA,NA,<10%,<10%,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9:1,79:1,34,7.9,0.9,5.9,2.9,41.2,85,27.2,18.0,95.9,0,32,34,42,35,28,33,40,40,33,0,0,0,0,317
Dr Lena Edwards Academic Charter School,NJ-806064,2023-24,45.0,42.5,41,42,52,51,47,36,54,40.5,47.5,30.9,<10%,38.0,NA,NA,NA,NA,NA,NA,NA,0.041625,16.9,13.7,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012240663900414938,0.0148989898989899,13:1,124:1,29,12.0,5.7,68.4,27.6,3.4,38,10.2,23.1,83.3,0,41,43,45,42,44,34,40,40,43,0,0,0,0,372
Millville Public Charter School District,NJ-806069,2023-24,49.0,36.0,30.5,47,56,53,57.5,35.5,32,33,42,23.4,<10%,26.8,NA,NA,NA,NA,NA,NA,NA,NA,<10%,<10%,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12:1,163:1,27,6.5,3.4,36.0,22.2,29.6,101,31.1,11.4,19.4,0,28,35,33,33,44,42,42,40,28,0,0,0,0,325
Benjamin Banneker Preparatory Charter School,NJ-806076,2023-24,42.0,43.0,42,59,34,39,30,51,43,32.5,39,36.4,16.7,40.0,NA,NA,NA,NA,NA,NA,NA,0.04033613445378151,11.3,<10%,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005240174672489083,0.006060606060606061,15:1,72:1,24,4.4,1.7,20.8,8.3,8.3,9,2.6,11.9,48.3,0,40,40,40,40,40,40,40,40,40,0,0,0,0,360
John P Holland Charter School School District,NJ-806079,2023-24,55.5,56.5,46,55,69,59,59,39,65.5,63,77,44.4,<10%,49.4,NA,NA,NA,NA,NA,NA,NA,0.07544502617801047,28.3,<10%,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026525198938992044,0.027855153203342618,17:1,81:1,44,8.5,2.5,27.3,9.1,13.6,114,17.8,12.3,73.7,89,92,87,81,88,89,86,74,21,23,0,0,0,0,730
Passaic Arts and Science Charter School,NJ-806080,2023-24,51.0,46.0,49,46,51.5,54.5,53,38,39,53,52,39.4,<10%,43.6,NA,NA,NA,NA,NA,NA,NA,0.08208333333333334,25.9,<10%,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023969526864474736,0.025957011258955987,15:1,508:1,135,9.5,4.7,62.2,3.7,8.9,260,12.8,11.5,73.3,0,194,194,194,193,195,192,197,195,183,90,82,63,60,2032
Thomas Edison EnergySmart Charter School,NJ-806081,2023-24,67.0,66.0,60,78.5,72.5,74,55,70.5,58,62.5,82,94.5,71.4,95.5,NA,NA,NA,NA,NA,NA,NA,0.5769714285714286,88.2,60.0,89.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39834302325581394,0.4187111111111111,16:1,87:1,39,7.2,4.2,51.3,15.4,15.4,36,5.9,5.1,13.6,0,50,50,50,50,50,51,50,50,51,48,45,34,32,611
BelovED Community Charter,NJ-806082,2023-24,64.0,60.0,55.5,44,76,72,72,66,49,63,64.5,63.0,23.8,67.3,NA,NA,NA,NA,NA,NA,NA,0.20501813784764208,43.6,10.0,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08058252427184466,0.10414715719063546,19:1,153:1,79,8.2,3.6,36.7,22.8,17.7,207,13.5,8.9,78.1,0,118,115,120,119,121,120,119,119,117,117,122,118,109,1534
Hope Community Charter School,NJ-806086,2023-24,34.0,45.0,27,39,*,*,*,22,38,*,*,19.4,12.5,21.6,NA,NA,NA,NA,NA,NA,NA,NA,<10%,<10%,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7:1,41:1,17,4.1,2.9,29.4,0,17.6,45,36.3,17.7,94.4,0,13,16,16,19,14,15,11,9,11,0,0,0,0,124
Compass Academy Charter School,NJ-806089,2023-24,61.0,94.0,52.5,61,NA,NA,NA,83.5,98,NA,NA,38.3,14.3,46.7,NA,NA,NA,NA,NA,NA,NA,0.05891566265060242,55.6,33.3,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04734939759036145,0.04734939759036145,12:1,59:1,15,10.6,3.3,33.3,20.0,6.7,38,23.2,16.9,66.7,10,26,32,23,33,25,28,0,0,0,0,0,0,0,177
Jersey City Global Charter School,NJ-806093,2023-24,50.0,56.0,75,52,41,44.5,37,80,24,59,63,79.9,<10%,85.6,NA,NA,NA,NA,NA,NA,NA,0.3720502092050209,59.0,17.6,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1977405857740586,0.2093838862559242,17:1,103:1,24,6.2,2.0,25.0,16.7,0,42,10.2,5.8,28.4,0,68,54,54,56,47,49,23,33,28,0,0,0,0,412
Phillip's Academy Charter School,NJ-806094,2023-24,57.0,58.0,66,42,75.5,62,40.5,58.5,36,70,68,48.7,11.8,52.6,NA,NA,NA,NA,NA,NA,NA,0.10199445983379501,38.2,17.6,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011135734072022162,0.012484472049689442,21:1,111:1,32,8.3,5.2,71.9,9.4,0,142,23.4,7.3,68.2,59,83,77,84,81,83,76,43,42,39,0,0,0,0,667
Paterson Arts and Science Charter School,NJ-806096,2023-24,47.0,38.0,50,43.5,47,51,52.5,30,29,57,45,28.3,<10%,31.2,NA,NA,NA,NA,NA,NA,NA,0.03269399707174231,13.5,<10%,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008571428571428572,0.007983706720977597,14:1,1184:1,84,8.3,4.4,57.1,3.6,13.1,244,20.6,12.7,82.0,0,91,97,98,99,99,100,96,99,95,97,83,65,65,1184
Link Community Charter School,NJ-806099,2023-24,62.0,53.0,NA,52,61,73,61,NA,75,43.5,42.5,61.1,24.1,66.5,NA,NA,NA,NA,NA,NA,NA,0.17379310344827587,20.9,<10%,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012161016949152543,0.013290322580645162,11:1,72:1,32,6.8,2.8,37.5,9.4,6.3,77,21.5,11.4,78.0,0,39,40,44,0,0,50,53,52,81,0,0,0,0,359
Bridgeton Public Charter School,NJ-806100,2023-24,56.0,18.5,56,NA,NA,NA,NA,18.5,NA,NA,NA,17.8,*,19.5,NA,NA,NA,NA,NA,NA,NA,0.021739130434782608,20.0,*,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022608695652173914,0.022608695652173914,9:1,125:1,14,3.6,0.6,0.0,21.4,35.7,21,16.8,4.8,8.0,0,24,22,33,26,20,0,0,0,0,0,0,0,0,125
College Achieve Central Charter School,NJ-806101,2023-24,67.5,60.0,66,53,77,69,62.5,42,54,69,68,56.7,24.6,59.9,NA,NA,NA,NA,NA,NA,NA,0.1786468200270636,29.8,10.6,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03498644986449864,0.03284332688588008,16:1,87:1,86,7.5,2.6,29.8,29.1,9.3,158,11.3,8.2,65.5,0,103,105,110,108,93,107,110,101,106,119,122,114,99,1397
Cresthaven Academy Charter School,NJ-806102,2023-24,62.0,45.0,54,66,81,44,NA,28,45,63,49,47.6,15.2,52.2,NA,NA,NA,NA,NA,NA,NA,0.09137837837837838,16.7,<10%,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007903225806451612,0.007903225806451612,21:1,300:1,29,5.3,1.5,13.8,6.9,6.9,107,17.8,9.8,79.0,0,75,74,77,76,73,75,74,75,0,0,0,0,0,599
Empowerment Academy Charter School,NJ-806103,2023-24,54.0,55.0,55.5,53,57.5,44,60,70,43,61,45,47.7,11.9,53.5,NA,NA,NA,NA,NA,NA,NA,0.11120906801007556,30.2,<10%,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06704773869346735,0.0697212543554007,12:1,115:1,98,4.2,3.4,32.9,16.3,15.3,215,18.8,12.2,76.0,0,107,125,124,118,123,120,109,102,99,123,0,0,0,1150
Principle Academy Charter School,NJ-806104,2023-24,57.0,69.0,55,56,60,NA,NA,62.5,61.5,78,NA,25.7,16.7,28.2,NA,NA,NA,NA,NA,NA,NA,0.019962406015037595,21.5,23.7,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01539622641509434,0.01539622641509434,12:1,149:1,36,6.7,2.8,33.3,5.6,27.8,124,27.7,16.3,80.1,0,51,69,49,72,71,71,65,0,0,0,0,0,0,448
Hudson Arts and Science Charter School,NJ-806105,2023-24,58.0,51.0,58,53,59,67,58,39,56,63,56,48.0,<10%,55.6,NA,NA,NA,NA,NA,NA,NA,0.11325367647058823,31.0,<10%,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03783882783882784,0.03817787418655097,14:1,275:1,58,9.1,4.9,58.6,6.9,15.5,153,18.5,14.9,66.2,0,88,96,93,93,90,94,91,95,85,0,0,0,0,825
Philip's Academy Charter School of Paterson,NJ-806106,2023-24,65.0,52.0,48,64,78.5,66.5,NA,42.5,51.5,58.5,63,37.2,<10%,43.9,NA,NA,NA,NA,NA,NA,NA,0.05480662983425414,18.7,<10%,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006944444444444444,0.006944444444444444,13:1,100:1,46,9.4,2.0,19.6,13.0,8.7,103,17.2,15.7,85.7,0,78,79,77,76,77,78,76,59,0,0,0,0,0,600
Camden's Promise Charter School,NJ-806107,2023-24,45.0,50.0,53,32,51,46,39,49,25,66,63,34.7,11.2,38.3,NA,NA,NA,NA,NA,NA,NA,0.0544383775351014,17.1,<10%,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010062160062160062,0.011926803013993542,11:1,125:1,209,11.4,7.6,68.9,4.8,14.4,300,12.9,10.8,90.1,60,179,171,178,178,186,193,190,181,170,184,179,181,148,2378
Trenton Stem-to-Civics Charter School,NJ-806183,2023-24,61.0,35.5,NA,NA,55,68.5,55.5,NA,NA,18,39,27.2,<10%,30.0,NA,NA,NA,NA,NA,NA,NA,0.04826241134751773,<10%,<10%,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26:1,71:1,22,7.0,2.9,38.1,18.2,26.1,28,5.1,12.0,34.2,0,0,0,0,0,0,0,36,82,62,101,111,91,84,567
Classical Academy Charter School of Clifton,NJ-806230,2023-24,46.5,47.0,NA,*,32,40,66.5,NA,*,48,60,55.4,18.2,58.2,NA,NA,NA,NA,NA,NA,NA,NA,49.7,<10%,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05100671140939598,0.0737864077669903,14:1,79:1,11,8.8,6.5,70.0,18.2,27.3,16,9.9,6.3,0.0,0,0,0,0,0,0,8,46,57,47,0,0,0,0,158
Discovery Charter School,NJ-806320,2023-24,53.0,53.0,*,48.5,52,64.5,55,*,48.5,56.5,70,57.7,26.7,62.9,NA,NA,NA,NA,NA,NA,NA,0.15432692307692308,35.6,20.0,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05904761904761905,0.03802469135802469,15:1,53:1,7,6.4,5.3,71.4,14.3,14.3,31,29.2,12.3,81.1,0,0,0,0,0,15,26,24,17,24,0,0,0,0,106
East Orange Community Charter School,NJ-806410,2023-24,57.0,47.0,57,NA,NA,NA,NA,47,NA,NA,NA,34.9,<10%,40.0,NA,NA,NA,NA,NA,NA,NA,0.02529411764705882,21.8,<10%,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020175438596491225,0.020175438596491225,28:1,85:1,15,8.1,7.6,92.9,20.0,0,68,15.9,8.7,77.3,0,80,91,85,84,87,0,0,0,0,0,0,0,0,427
Elysian Charter School,NJ-806420,2023-24,38.0,65.0,49,30,40,35,32,45.5,85,55.5,62,76.3,38.5,82.1,NA,NA,NA,NA,NA,NA,NA,0.2338144329896907,76.8,53.8,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22742268041237115,0.2723456790123457,10:1,98:1,28,13.3,8.1,55.6,0,0,19,6.5,13.0,9.2,0,33,32,33,33,32,32,34,32,32,0,0,0,0,293
Englewood on the Palisades Charter School,NJ-806430,2023-24,40.0,49.0,41,40,27,47,57.5,65,28,46.5,53.5,49.5,<10%,58.4,NA,NA,NA,NA,NA,NA,NA,0.1276303317535545,30.4,<10%,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04255924170616114,0.03344632768361582,12:1,78:1,26,11.7,7.3,57.7,15.4,3.8,49,15.7,12.1,52.7,0,36,33,35,30,37,37,37,33,35,0,0,0,0,313
Greater Brunswick Charter School,NJ-806635,2023-24,44.0,65.0,24,37,55,57,47,54.5,57,69.5,64.5,25.7,<10%,31.6,NA,NA,NA,NA,NA,NA,NA,0.021040892193308552,19.3,<10%,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006988847583643122,0.004088888888888889,17:1,99:1,24,10.7,7.0,62.5,8.3,12.5,35,8.7,21.2,78.1,0,44,43,44,46,46,44,46,41,43,0,0,0,0,397
Gray Charter School,NJ-806665,2023-24,64.0,67.0,71,65,36.5,86.5,60,84,85,42.5,57.5,80.5,*,81.3,NA,NA,NA,NA,NA,NA,NA,0.3172043010752688,77.7,*,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1961081081081081,0.161840490797546,20:1,163:1,16,13.9,8.7,66.7,0,6.3,30,9.2,7.4,60.3,0,42,37,32,41,32,35,43,39,24,0,0,0,0,325
Hoboken Charter School District,NJ-806720,2023-24,40.0,48.0,41.5,22.5,44,49.5,52.5,37.5,39.5,50,65.5,74.4,34.6,82.1,NA,NA,NA,NA,NA,NA,NA,0.2330625,51.3,26.9,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13058441558441558,0.18117117117117115,14:1,60:1,22,8.5,6.0,54.5,0,22.7,45,15.2,17.1,20.4,0,22,22,22,23,22,22,22,23,22,27,26,26,20,299
Hope Academy Charter School,NJ-806740,2023-24,50.0,47.0,37,62,74,21,58,40,41,68,45,35.6,<10%,42.7,NA,NA,NA,NA,NA,NA,NA,0.042279792746113994,13.1,<10%,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005721649484536082,0.0064912280701754374,10:1,58:1,30,10.5,6.0,53.3,6.7,3.3,20,6.9,18.2,94.9,0,24,34,40,33,37,45,33,23,23,0,0,0,0,292
International Charter School of Trenton,NJ-806810,2023-24,42.0,51.0,36.5,67,NA,NA,NA,17.5,76.5,NA,NA,29.6,<10%,38.1,NA,NA,NA,NA,NA,NA,NA,0,31.5,<10%,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05666666666666667,0.05666666666666667,10:1,36:1,11,13.4,7.6,54.5,18.2,45.5,15,13.9,9.3,88.0,0,18,18,18,18,18,18,0,0,0,0,0,0,0,108
Jersey City Community Charter School,NJ-806910,2023-24,52.0,45.0,42,49,42,53,67.5,44,56,42,41.5,40.6,11.3,45.5,NA,NA,NA,NA,NA,NA,NA,0.06,18.5,<10%,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0066310160427807486,0.008,20:1,187:1,28,13.9,10.3,85.7,7.1,3.6,98,17.5,12.9,73.8,0,62,64,62,64,58,65,61,60,64,0,0,0,0,560
Jersey City Golden Door Charter School,NJ-806915,2023-24,59.0,59.0,33,85,56,58,47,45,63,35,71,60.3,17.1,64.6,NA,NA,NA,NA,NA,NA,NA,0.1781060606060606,39.9,<10%,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068875,0.08045454545454546,17:1,129:1,37,8.7,7.3,64.9,0,2.7,87,14.6,7.1,59.0,44,71,64,71,69,72,72,65,48,71,0,0,0,0,647
People's Achieve Community Charter School,NJ-807021,2023-24,46.5,37.0,52,52.5,45,38,NA,44,22,32.5,52,41.0,<10%,45.8,NA,NA,NA,NA,NA,NA,NA,0.08564179104477612,21.3,<10%,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009117647058823529,0.011787072243346007,21:1,83:1,36,4.6,2.1,22.2,33.3,16.7,188,25.2,13.9,70.3,0,47,45,57,61,52,56,64,55,0,112,64,62,75,750
LEAP Academy University Charter School,NJ-807109,2023-24,68.5,45.0,54,71,87,69.5,59,23,61,44.5,58.5,32.9,10.3,35.0,NA,NA,NA,NA,NA,NA,NA,NA,10.1,<10%,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005712603062426384,0.006036484245439469,15:1,120:1,102,4.8,4.8,46.0,5.9,0,446,28.8,8.2,87.9,0,121,125,122,121,122,122,122,120,124,127,109,118,113,1566
The Learning Community Charter School,NJ-807115,2023-24,64.0,71.0,48.5,62.5,75,85,50,71.5,55,78,71.5,77.7,31.9,84.1,NA,NA,NA,NA,NA,NA,NA,0.3255612244897959,53.1,14.9,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08426735218508997,0.09027190332326283,13:1,319:1,48,9.1,5.3,37.8,29.2,10.4,82,13.9,10.5,30.3,44,66,67,67,62,67,66,69,68,62,0,0,0,0,638
Marion P. Thomas Charter School,NJ-807210,2023-24,53.5,49.0,31,69,58,44,61,29.5,52,60,48,35.3,<10%,38.6,NA,NA,NA,NA,NA,NA,NA,0.04907840440165062,11.5,<10%,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007774762550881955,0.007152466367713005,21:1,55:1,66,9.2,3.4,29.8,19.7,40.9,276,21.9,11.1,53.6,113,72,61,65,73,91,94,102,89,129,167,123,117,77,1373
New Horizons Community Charter School,NJ-807290,2023-24,49.0,50.0,43,37,57,43,59,50,57,65,41,27.3,<10%,29.4,NA,NA,NA,NA,NA,NA,NA,0.017043478260869566,13.1,<10%,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11:1,68:1,31,12.2,5.2,51.6,29.0,22.6,66,19.8,4.7,93.5,0,33,31,39,20,31,46,37,56,47,0,0,0,0,340
North Star Academy Charter School,NJ-807320,2023-24,56.0,54.0,50,46,58,65,62,56.5,38,50,66.5,65.9,21.8,71.3,NA,NA,NA,NA,NA,NA,NA,0.2002553653898397,47.7,10.8,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05221589368049905,0.06604151223128243,25:1,712:1,252,6.0,5.4,63.9,30.6,34.1,1389,21.7,9.2,83.5,0,528,531,543,546,539,551,547,542,554,477,368,343,335,6404
TEAM Academy Charter School,NJ-807325,2023-24,51.0,62.0,44,46,58.5,55,51,65,44,64,72,38.9,11.7,43.1,NA,NA,NA,NA,NA,NA,NA,0.06792318634423898,29.6,12.2,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02524865018471157,0.026293478260869568,23:1,N,267,5.7,3.3,40.1,1.9,13.5,2344,37.7,13.7,87.9,0,484,518,595,604,590,522,594,575,457,355,360,308,279,6241
Pace Charter School of Hamilton,NJ-807500,2023-24,49.0,69.5,55.5,39,56,41,49,79,75.5,70,37,67.5,43.8,68.9,NA,NA,NA,NA,NA,NA,NA,0.10095406360424028,53.0,37.5,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05551236749116608,0.06491735537190083,13:1,76:1,35,7.9,5.9,60.0,8.6,14.3,49,10.8,5.1,74.8,0,54,54,54,54,53,54,44,44,42,0,0,0,0,453
Paterson Charter School for Science and Technology,NJ-807503,2023-24,52.0,43.0,23.5,62,85,61,41.5,15,48.5,59,57,37.6,15.1,41.1,NA,NA,NA,NA,NA,NA,NA,0.06527196652719665,15.9,<10%,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013213530655391121,0.0159020979020979,14:1,97:1,122,4.7,4.5,49.2,0,21.3,313,18.9,12.7,84.5,0,137,143,142,144,143,144,143,141,140,106,96,100,77,1656
Princeton Charter School,NJ-807540,2023-24,56.0,66.0,91,69.5,43.5,34.5,43,62.5,56.5,72,70,87.8,52.4,90.5,NA,NA,NA,NA,NA,NA,NA,0.5502702702702702,91.8,52.4,94.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40523809523809523,0.46217194570135745,11:1,141:1,40,15.9,9.6,75.0,7.5,5.0,26,6.1,7.8,4.0,0,40,42,44,48,50,50,50,50,50,0,0,0,0,424
The Queen City Academy Charter School District,NJ-807600,2023-24,62.0,55.0,42,65,67.5,60.5,66,68,33,56,55,59.9,18.8,62.7,NA,NA,NA,NA,NA,NA,NA,0.11777777777777777,31.7,12.5,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03670634920634921,0.05,15:1,85:1,28,2.9,1.9,14.3,28.6,14.3,96,22.6,7.3,75.5,0,38,39,37,37,38,37,38,36,37,31,31,25,0,424
