DistrictName,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,ST_LEAID,SchoolYear,Students with Disabilities,Economically Disadvantaged Students,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15
Salem County Special Services School District,5,6,6,14,7,14,16,13,18,17,24,26,27,49,242,NJ-334635,2018-2019,88.4,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:1,22:1,51,9.7,9.1,74.0,NA,NA,NA,NA,NA,NA,NA
Salem County Vocational Technical School District,0,0,0,0,0,0,0,0,0,0,173,174,198,158,703,NJ-334640,2018-2019,16.5,21.6,47.7,*,*,NA,25.6,*,*,0,NA,15:1,88:1,48,12.8,9.7,80.0,55,9.3,6,38,31,13,12
UPPER PITTSGROVE TWP School District,18,21,31,35,26,33,40,37,33,45,0,0,0,0,319,NJ-335320,2018-2019,17.9,21.0,63.9,16.7,73.8,NA,63.5,22.2,72.1,0,0,9:1,160:1,35,15.5,12.9,74.3,19,6.3,3,32,34,20,11
Woodstown-Pilesgrove Regional School District,43,103,101,91,98,79,99,84,86,96,150,131,145,163,1469,NJ-335910,2018-2019,17.1,21.6,66.4,28.5,75.5,NA,48.1,*,*,0.013271144278606964,0.02414027149321267,12:1,133:1,125,15.4,12.9,88.7,116,8.0,2,33,35,18,12
Bedminster Township Public School District,9,51,47,50,42,71,71,54,65,52,0,0,0,0,512,NJ-350240,2018-2019,16.2,8.0,78.6,47.2,84.4,NA,58.9,30.2,64.1,0.029235294117647064,0.033581081081081085,9:1,102:1,56,12.7,9.9,76.8,29,5.8,9,40,30,13,8
Bernards Township School District,67,296,300,348,368,383,397,439,443,435,455,467,461,475,5334,NJ-350350,2018-2019,14.8,1.5,80.8,43.5,86.8,0.35663501107945556,77.1,35.5,84.0,0.2140599275600922,0.24447065277015909,12:1,162:1,463,10.5,10.5,77.8,294,5.6,4,38,34,16,9
Bound Brook School District,107,158,151,131,136,143,138,128,131,129,163,153,133,128,1929,NJ-350490,2018-2019,16.4,70.7,36.4,*,*,NA,*,*,*,0,0,12:1,121:1,160,9.4,7.6,56.6,172,9.3,6,38,29,15,12
Branchburg Township School District,48,148,140,160,135,136,175,178,151,175,0,0,0,0,1446,NJ-350510,2018-2019,16.9,6.3,77.9,48.3,83.6,NA,74.3,33.3,82.2,0.11821782178217823,0.14740740740740743,9:1,161:1,158,13.3,12.0,82.3,59,4.2,3,41,33,16,7
Bridgewater-Raritan Regional School District,201,415,559,602,592,665,657,694,698,669,733,667,669,702,8523,NJ-350555,2018-2019,16.1,10.3,76.9,36.0,84.1,0.3416780821917808,61.3,22.7,68.2,0.14305359937402193,0.16962282398452613,11:1,185:1,767,12.6,12.4,86.3,488,5.8,6,41,30,14,9
Franklin Township Public Schools,407,499,486,455,494,482,550,514,481,519,551,536,490,552,7016,NJ-351610,2018-2019,18.2,45.7,51.0,*,*,0.15834208552138035,39.0,12.5,45.4,0.051750376695128074,0.07308677685950414,10:1,149:1,734,11.4,9.1,67.3,637,9.5,6,38,30,14,12
Green Brook Township Public School District,32,68,65,74,75,85,98,97,106,104,0,0,0,0,804,NJ-351810,2018-2019,18.9,6.8,73.4,34.3,82.3,0.2975272727272727,67.2,26.7,76.3,0.12272727272727273,0.1215909090909091,10:1,134:1,82,11.9,10.3,74.1,37,4.8,7,46,28,13,7
Hillsborough Township Public School District,132,437,552,547,532,576,579,593,616,600,587,562,567,553,7433,NJ-352170,2018-2019,17.8,8.4,75.9,36.8,84.4,0.3179031187790312,68.9,30.4,77.3,0.15070532915360504,0.19769397329483943,11:1,212:1,667,14.4,12.2,79.8,295,4.0,5,42,32,14,6
Manville School District,32,110,124,111,117,113,141,113,114,125,103,115,106,95,1519,NJ-353000,2018-2019,21.0,45.3,50.7,*,*,NA,31.4,*,*,0,0,12:1,152:1,125,9.4,7.5,56.8,194,12.9,3,31,30,18,17
Montgomery Township School District,56,211,271,313,309,384,365,366,381,431,385,417,397,409,4695,NJ-353320,2018-2019,14.0,3.4,78.5,31.0,86.3,0.3493600538901987,76.4,30.4,84.3,0.20297277936962752,0.22148399014778325,11:1,134:1,415,10.8,10.3,75.7,194,4.2,8,48,29,10,6
North Plainfield School District,61,225,215,239,201,236,252,277,277,281,307,260,229,252,3312,NJ-353670,2018-2019,19.6,61.6,40.1,*,*,NA,21.2,*,*,0,0,11:1,127:1,304,9.5,8.6,68.8,292,8.9,6,38,30,14,12
Somerset County Educational Services Commission,0,0,2,2,5,0,1,8,14,9,16,18,14,19,108,NJ-354805,2018-2019,78.7,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:1,15:1,26,11.8,7.2,46.2,NA,NA,NA,NA,NA,NA,NA
Somerset County Vocational and Technical School District,0,0,0,0,0,0,0,0,0,0,108,127,123,137,495,NJ-354810,2018-2019,19.3,17.3,74.5,14.3,80.9,0.3545205479452055,52.1,14.3,56.2,0.07724137931034483,NA,8:1,49:1,61,10.7,9.1,73.8,8,2.7,8,46,30,13,4
Somerset Hills Regional School District,26,87,103,123,118,113,114,133,147,121,206,220,199,215,1925,NJ-354815,2018-2019,17.9,12.2,70.0,36.4,78.0,NA,56.1,30.0,62.2,0.07428317008014247,0.07587248322147651,12:1,128:1,161,11.3,11.3,77.6,138,7.1,8,37,31,14,10
Somerville Public School District,99,114,132,122,112,125,101,121,134,122,305,304,260,299,2350,NJ-354820,2018-2019,18.0,26.9,53.5,25.4,59.8,NA,32.1,*,*,0,0,11:1,124:1,207,10.7,9.3,72.0,153,6.7,4,39,31,15,10
South Bound Brook Public Schools,27,36,51,42,44,48,45,51,52,39,0,0,0,0,435,NJ-354850,2018-2019,14.9,47.8,52.7,17.1,59.5,NA,47.7,19.0,53.2,0,0,109:1,435:1,4,0.0,0.0,0.0,45,11.1,3,36,25,19,17
Warren Township School District,63,143,154,173,166,172,185,189,197,242,0,0,0,0,1684,NJ-355470,2018-2019,16.6,0.4,79.4,38.3,87.9,0.30023936170212767,71.5,34.0,79.2,0.22293960923623446,0.2420160366552119,8:1,130:1,203,14.6,13.2,83.2,55,3.4,4,41,33,15,7
Watchung Borough Public School District,21,65,61,68,67,61,63,87,71,72,0,0,0,0,636,NJ-355540,2018-2019,19.2,0.6,83.2,58.8,89.2,NA,67.9,36.3,75.7,NA,0.10416666666666667,10:1,106:1,64,10.3,9.8,76.6,29,4.7,3,40,34,15,8
Watchung Hills Regional High School District,0,0,0,0,0,0,0,0,0,0,525,489,463,493,1970,NJ-355550,2018-2019,13.6,1.8,71.7,26.8,79.4,0.27396110542476965,42.1,*,*,0.04256900212314226,NA,13:1,109:1,157,12.0,11.3,88.5,126,6.3,5,38,33,15,9
Andover Regional School District,17,44,39,48,44,46,55,61,45,57,0,0,0,0,456,NJ-370090,2018-2019,21.1,12.1,63.7,30.3,73.0,NA,55.8,19.7,65.8,0,0,9:1,76:1,49,9.6,9.6,67.3,38,8.6,3,28,40,17,12
Byram Township School District,34,78,71,92,100,81,83,77,120,86,0,0,0,0,822,NJ-370640,2018-2019,26.9,7.4,61.5,35.1,71.6,NA,60.4,38.5,68.7,NA,0.06108647450110865,10:1,137:1,84,12.5,10.1,71.4,16,2.0,2,39,40,16,4
Frankford Township Consolidated School District,22,46,48,59,52,60,55,56,59,47,0,0,0,0,504,NJ-371560,2018-2019,15.1,10.1,72.7,27.3,77.8,NA,58.3,12.1,63.5,NA,0,9:1,126:1,58,12.7,11.9,69.0,16,3.3,6,45,31,13,5
Franklin Borough School District,40,35,56,46,41,54,53,37,47,53,0,0,0,0,462,NJ-371570,2018-2019,23.8,38.1,62.5,16.0,79.7,NA,42.7,10.7,54.4,0,0,9:1,116:1,49,5.3,3.2,10.0,56,13.2,3,27,31,19,19
Fredon Township School District,19,18,21,27,25,30,24,34,0,0,0,0,0,0,198,NJ-371630,2018-2019,18.7,10.6,62.4,33.3,69.3,NA,56.4,40.9,60.2,0,0,7:1,66:1,29,9.5,7.7,69.0,4,2.2,7,50,30,11,2
Green Township School District,0,41,38,39,41,50,50,55,46,46,0,0,0,0,406,NJ-371800,2018-2019,13.8,4.4,77.4,48.6,81.5,NA,69.3,45.7,72.6,0,0,10:1,135:1,41,12.1,10.9,82.9,33,8.1,3,32,35,17,12
Hamburg School District,22,23,23,25,26,41,31,16,27,13,0,0,0,0,247,NJ-371930,2018-2019,24.7,15.8,53.3,21.4,65.7,NA,33.3,*,*,0,0,8:1,82:1,30,13.3,12.0,76.7,24,10.7,0,29,34,22,15
Hampton Township School District,0,45,38,47,28,51,36,38,0,0,0,0,0,0,283,NJ-371980,2018-2019,18.7,12.7,66.7,22.5,82.7,NA,66.0,30.0,79.1,0,0,7:1,57:1,40,11.8,10.4,72.5,8,2.8,4,42,35,14,5
Hardyston Township School District,36,74,55,69,64,67,76,77,94,71,0,0,0,0,683,NJ-372030,2018-2019,25.0,11.0,69.5,35.4,81.6,NA,44.4,16.5,54.6,0,0,10:1,171:1,67,10.7,10.4,73.1,44,6.8,5,37,31,18,9
High Point Regional High School District,0,0,0,0,0,0,0,0,0,0,219,227,200,239,885,NJ-372165,2018-2019,18.9,15.9,58.2,20.4,68.4,0.19990867579908678,40.9,17.2,45.9,0,NA,11:1,98:1,84,16.0,13.5,83.3,111,12.3,4,33,30,17,16
Hopatcong Borough School District,44,129,111,109,123,123,125,131,120,113,99,97,98,122,1544,NJ-372240,2018-2019,24.3,25.1,41.7,*,*,NA,30.6,*,*,0.012317880794701986,0.018295081967213116,11:1,103:1,147,14.0,13.9,90.5,165,10.8,3,31,33,19,15
Kittatinny Regional School District,0,0,0,0,0,0,0,0,150,151,125,170,159,173,928,NJ-372465,2018-2019,14.6,10.7,67.9,14.3,76.1,0.2148885077186964,40.9,*,*,0,0,9:1,84:1,101,14.0,11.9,83.2,94,10.0,2,23,32,23,20
Lafayette Township School District,14,19,21,20,23,15,23,21,23,24,0,0,0,0,203,NJ-372490,2018-2019,17.6,9.3,73.6,47.8,79.2,NA,58.9,34.8,64.2,NA,0,8:1,68:1,27,14.9,13.1,85.2,7,3.7,2,42,37,14,6
Lenape Valley Regional High School District,0,0,0,0,0,0,0,0,0,0,170,158,173,184,685,NJ-372615,2018-2019,19.4,13.7,64.2,19.0,73.7,0.24947368421052632,44.7,22.0,48.3,0,NA,12:1,62:1,58,16.5,12.8,81.0,62,8.9,2,32,37,17,13
Montague Township School District,36,32,27,24,25,33,25,18,14,20,0,0,0,0,254,NJ-373300,2018-2019,22.4,47.6,61.9,25.7,75.8,NA,45.2,14.3,57.1,0,0,10:1,51:1,25,14.4,12.7,84.0,22,10.1,8,33,31,17,12
Newton Public School District,69,91,84,70,80,99,91,81,88,90,199,171,164,177,1554,NJ-373590,2018-2019,18.5,32.1,56.3,*,*,NA,30.0,*,*,0,0,11:1,141:1,140,12.5,12.1,85.5,251,16.9,3,30,29,18,20
Ogdensburg Borough School District,29,24,25,21,28,33,24,29,16,28,0,0,0,0,257,NJ-373840,2018-2019,28.0,25.3,53.3,15.7,72.7,NA,38.7,*,*,0,0,10:1,64:1,25,10.7,8.2,60.0,28,12.2,2,30,39,14,15
Sandyston-Walpack Consolidated School District,0,13,15,16,22,18,18,29,0,0,0,0,0,0,131,NJ-374650,2018-2019,19.7,6.8,80.0,30.8,88.9,NA,58.8,23.1,65.3,0,0,7:1,132:1,19,15.0,13.2,89.5,5,3.8,2,34,35,19,11
Sparta Township Public School District,65,213,214,209,207,210,233,247,236,281,248,271,279,267,3180,NJ-374960,2018-2019,16.9,4.0,71.7,33.8,80.2,NA,63.6,29.7,71.0,0.0756417258328782,0.10274491682070241,11:1,122:1,277,12.1,10.7,78.7,787,25.0,1,15,29,25,31
Stanhope School District,14,36,35,35,25,28,34,40,35,24,0,0,0,0,306,NJ-375030,2018-2019,28.4,13.7,63.3,28.3,79.3,NA,61.4,28.3,76.3,0,0,9:1,102:1,33,12.3,10.3,63.6,19,6.6,6,40,30,14,9
Stillwater Township School District,32,26,33,25,35,39,33,47,0,0,0,0,0,0,270,NJ-375040,2018-2019,31.1,15.2,75.3,37.5,89.1,NA,62.0,32.5,72.7,0,0,8:1,68:1,32,12.8,9.6,77.4,16,6.9,2,30,36,21,12
Sussex-Wantage Regional School District,47,99,118,99,116,119,126,114,104,114,0,0,0,0,1056,NJ-375100,2018-2019,25.9,26.5,55.4,25.0,64.6,NA,44.4,*,*,0.030235478806907374,0.03579925650557621,10:1,132:1,106,12.6,12.2,79.2,97,9.7,3,29,34,20,14
Northern Hills Academy School District,3,0,2,1,6,3,2,2,3,2,4,3,3,8,43,NJ-375105,2018-2019,100.0,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:1,14:1,10,5.1,5.1,40.0,NA,NA,NA,NA,NA,NA,NA
Sussex County Technical School District,0,0,0,0,0,0,0,0,0,0,188,202,195,189,774,NJ-375110,2018-2019,23.2,9.8,48.3,21.2,58.0,0.09544,26.3,*,*,0,NA,12:1,155:1,62,8.3,8.3,64.5,85,11.3,3,29,36,20,13
Vernon Township School District,109,182,200,221,206,188,218,226,223,234,252,248,222,251,2980,NJ-375360,2018-2019,23.9,16.1,58.3,22.1,68.3,NA,44.1,19.3,50.7,0.015221843003412968,0.025583173996175906,10:1,142:1,304,14.1,12.9,79.6,327,11.3,3,28,32,20,16
Wallkill Valley Regional High School,0,0,0,0,0,0,0,0,0,0,151,143,133,159,586,NJ-375435,2018-2019,22.5,17.1,50.4,18.3,59.2,0.14521582733812952,27.1,15.8,30.5,0,NA,10:1,84:1,57,15.6,12.4,75.4,183,30.3,1,18,24,21,37
Berkeley Heights School District,54,116,143,177,176,190,168,184,229,184,219,226,267,246,2579,NJ-390310,2018-2019,15.9,1.6,79.5,32.9,88.4,0.3272628205128205,68.8,25.8,77.0,0.1612012987012987,0.21140504939626784,11:1,129:1,229,12.4,10.6,78.6,138,5.5,4,38,33,16,9
Clark Township Public School District,32,159,164,154,172,173,186,179,145,175,176,175,161,182,2233,NJ-390850,2018-2019,16.4,3.7,68.1,27.4,76.4,NA,50.5,*,*,0.048837380426784406,0.08006031363088058,12:1,159:1,188,12.5,11.4,83.2,88,3.9,4,38,37,15,6
Cranford Public School District,64,261,267,272,303,295,275,286,286,328,292,326,267,328,3850,NJ-390980,2018-2019,17.8,3.0,76.2,39.0,84.3,0.275993135993136,59.4,29.5,66.0,0.10775010734220695,0.1699433026222537,12:1,143:1,333,13.4,11.1,76.0,165,4.3,2,41,36,14,7
Elizabeth Public Schools,3478,1913,2001,2000,1965,2067,2036,2134,1951,1842,2127,1699,1531,1451,28195,NJ-391320,2018-2019,12.0,75.5,52.8,18.8,57.8,0.1538528021607022,27.2,10.7,29.5,0.029608678806664082,0.04262002884813518,13:1,297:1,2196,11.2,11.2,78.1,2984,11.9,4,37,32,13,14
Garwood Boro,6,39,36,46,32,48,49,37,48,43,0,0,0,0,384,NJ-391710,2018-2019,19.5,15.9,64.7,21.7,77.9,NA,48.2,10.0,60.0,0,0,11:1,96:1,34,12.9,9.5,61.8,32,8.4,6,28,33,22,11
Hillside Public School District,254,206,203,198,219,240,253,245,236,217,202,235,208,193,3109,NJ-392190,2018-2019,15.5,62.1,40.8,*,*,NA,24.4,*,*,0.0082534435261708,0.012825342465753427,12:1,124:1,264,12.9,11.1,77.3,368,12.7,6,35,29,15,15
Kenilworth School District,36,88,89,86,95,80,120,94,126,119,138,115,117,118,1421,NJ-392420,2018-2019,16.2,20.4,45.4,*,*,NA,28.3,*,*,0,0,11:1,129:1,127,12.0,10.8,85.0,92,6.5,2,34,34,18,11
Linden Public School District,397,471,457,448,479,447,478,448,442,475,464,399,429,398,6232,NJ-392660,2018-2019,16.2,57.2,45.1,12.9,53.0,0.09494442861214022,*,*,*,0.025823927765237023,0.04053144375553588,11:1,142:1,582,11.8,10.7,74.7,741,12.5,6,29,29,17,18
Morris-Union Jointure Commisson School District,5,2,1,8,7,7,12,14,7,20,18,28,22,83,234,NJ-393395,2018-2019,100.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:1,26:1,51,15.5,14.3,93.8,NA,NA,NA,NA,NA,NA,NA
Mountainside School District,23,86,70,78,76,70,90,70,96,69,0,0,0,0,728,NJ-393470,2018-2019,11.8,2.3,81.2,43.6,86.3,NA,72.9,20.0,80.1,0.09169642857142857,0.10867724867724868,10:1,146:1,74,11.3,7.5,60.8,21,3.0,2,38,42,13,5
New Providence School District,37,160,184,185,203,191,199,198,202,209,161,147,152,169,2397,NJ-393560,2018-2019,12.6,3.3,83.7,44.5,89.8,0.40807333333333334,77.7,34.2,84.5,0.22292276964047936,0.2655612244897959,12:1,171:1,193,13.8,11.0,78.8,72,3.0,6,44,34,11,5
Plainfield Public School District,1580,672,673,615,703,713,671,610,595,605,616,462,453,476,9444,NJ-394160,2018-2019,14.9,68.9,24.8,*,*,NA,17.5,*,*,0.002985008818342152,0.0042458450925054875,15:1,236:1,629,13.2,10.4,68.7,1358,17.1,6,33,25,15,20
Rahway Public School District,365,311,257,283,267,299,322,326,311,296,287,267,204,259,4054,NJ-394290,2018-2019,15.7,52.6,43.0,13.5,49.2,NA,25.2,*,*,0.005640577175338872,0.008793456032719837,12:1,169:1,341,11.1,11.0,74.2,594,15.8,3,30,29,17,20
Roselle Public Schools,85,222,235,234,212,252,263,232,249,228,168,196,178,196,2950,NJ-394540,2018-2019,13.5,74.6,36.1,*,*,NA,*,*,*,0,0,11:1,113:1,279,8.8,8.5,65.2,376,13.1,7,34,26,16,18
Roselle Park Public School District,46,113,130,158,146,162,146,183,172,175,139,148,154,147,2019,NJ-394550,2018-2019,17.2,34.4,55.5,16.5,63.1,NA,47.1,14.9,53.0,0.02934468085106383,0.04348045397225725,11:1,144:1,182,13.6,12.3,83.5,139,7.0,5,38,31,16,10
Scotch Plains-Fanwood School District,156,399,425,407,435,460,419,448,442,413,406,386,386,368,5550,NJ-394670,2018-2019,16.0,3.7,78.0,38.4,86.3,0.3320922619047619,65.7,28.6,73.3,0.10988646549148492,0.11538888888888889,12:1,191:1,447,11.0,10.2,76.3,310,5.6,4,40,33,15,8
Springfield Public School District,135,156,160,173,169,156,196,181,157,173,128,186,138,121,2229,NJ-395000,2018-2019,15.3,12.0,68.3,20.1,78.3,0.2236056971514243,52.6,*,*,0.09990422984836393,0.13509756097560977,13:1,149:1,171,13.0,11.4,81.3,280,13.1,2,24,30,25,20
Summit Public School District,69,205,290,312,339,315,332,329,320,300,298,279,274,298,3960,NJ-395090,2018-2019,12.2,13.0,84.8,45.9,89.8,0.41369806663924313,76.7,40.0,81.1,0.21038542990258366,0.23546875,11:1,128:1,361,9.3,9.3,73.4,302,7.7,3,36,33,17,11
Union County Educational Services Commission,6,1,5,3,8,4,5,5,12,15,73,78,80,78,373,NJ-395245,2018-2019,50.9,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:1,25:1,89,14.9,10.7,73.0,NA,NA,NA,NA,NA,NA,NA
Union County Vocational-Technical School District,0,0,0,0,0,0,0,0,0,0,437,447,533,510,1927,NJ-395260,2018-2019,10.6,14.8,95.8,92.9,95.9,0.6897613365155131,87.1,78.6,87.2,0.23164331210191083,NA,14:1,101:1,141,8.5,7.1,58.9,89,5.5,10,38,28,14,9
Township of Union School District,298,463,496,479,521,513,561,584,538,532,544,544,541,526,7140,NJ-395290,2018-2019,16.2,35.1,57.9,*,*,0.16114203454894432,41.5,11.6,47.5,0.056374672696976914,0.07737062404870625,12:1,170:1,615,12.0,11.0,82.8,747,10.7,5,37,29,16,14
Westfield Public School District,80,242,452,476,530,497,491,528,543,546,466,469,467,441,6228,NJ-395730,2018-2019,18.9,1.8,79.4,44.1,87.7,0.29480069324090125,73.1,37.1,81.4,0.1755896285215657,0.20843206951026857,12:1,215:1,519,11.7,11.7,82.6,220,3.5,5,48,32,10,5
Winfield Township,20,7,14,16,12,16,14,12,13,8,0,0,0,0,132,NJ-395810,2018-2019,11.4,21.2,47.9,*,*,NA,24.7,*,*,0,0,7:1,66:1,18,10.5,6.4,50.0,1,0.9,10,43,31,14,2
Allamuchy Township School District,10,51,53,47,53,38,40,57,43,46,0,0,0,0,438,NJ-410030,2018-2019,18.5,7.1,47.4,*,*,NA,49.8,*,*,0.04130597014925373,0.049641255605381164,14:1,146:1,32,11.7,11.7,78.1,21,4.9,4,39,31,18,8
Alpha Borough School District,0,24,18,30,20,25,18,27,35,21,0,0,0,0,218,NJ-410070,2018-2019,12.4,38.1,48.9,10.0,55.6,NA,39.4,10.0,44.4,0,0,8:1,109:1,26,15.0,12.4,76.0,8,4.9,6,36,30,19,9
Belvidere School District,3,28,22,38,25,25,25,45,24,32,94,91,107,119,678,NJ-410280,2018-2019,15.8,16.5,47.3,*,*,NA,26.2,*,*,0,0,10:1,97:1,69,13.8,11.7,84.1,75,11.0,4,28,37,17,13
Blairstown Elementary Township School District,30,53,41,62,58,69,78,66,0,0,0,0,0,0,457,NJ-410400,2018-2019,18.8,13.8,57.8,26.3,66.2,NA,45.4,21.1,51.9,0,0,10:1,91:1,48,12.4,10.7,83.3,21,4.9,2,29,39,20,10
Franklin Township School District,27,25,16,28,26,24,32,30,0,0,0,0,0,0,208,NJ-411620,2018-2019,12.5,10.1,63.3,17.6,71.7,NA,52.3,*,*,0,0,8:1,69:1,27,14.0,12.2,92.6,15,8.3,4,39,32,15,10
Frelinghuysen Township School District,8,16,22,22,18,24,18,19,0,0,0,0,0,0,147,NJ-411670,2018-2019,19.7,4.8,64.9,18.8,77.0,NA,59.7,31.3,67.2,0,0,11:1,74:1,13,10.1,7.8,53.8,3,2.2,3,45,32,15,5
Great Meadows Regional School District,30,70,60,67,63,66,68,67,95,83,0,0,0,0,669,NJ-411785,2018-2019,21.1,10.3,68.8,34.6,77.4,NA,62.4,30.9,70.3,NA,0.07870090634441088,9:1,134:1,74,12.3,10.1,68.9,39,6.2,5,33,33,20,10
Greenwich Township School District,56,56,49,70,62,71,81,79,80,104,0,0,0,0,708,NJ-411840,2018-2019,18.9,6.8,71.0,25.3,80.3,NA,64.7,26.6,72.5,0.0850214592274678,0.10944751381215469,10:1,236:1,68,12.9,11.0,82.1,22,3.4,4,45,30,14,7
Hackettstown Public School District,20,126,122,111,123,117,118,100,114,122,206,201,189,231,1900,NJ-411870,2018-2019,18.4,25.9,64.1,*,*,NA,48.5,*,*,0.011611687087653158,0.022481751824817518,12:1,136:1,163,13.3,11.6,81.0,141,7.6,3,33,34,18,13
Harmony Township School District,22,22,25,21,25,18,35,23,31,24,0,0,0,0,247,NJ-412040,2018-2019,19.8,13.8,44.8,*,*,NA,34.9,15.0,38.1,0,0,7:1,82:1,33,10.6,7.8,69.7,18,8.1,5,38,27,17,14
Hope Township School District,6,13,18,11,14,11,12,11,20,15,0,0,0,0,131,NJ-412250,2018-2019,24.4,17.6,67.5,18.2,75.0,NA,57.8,*,*,0,0,7:1,66:1,19,9.9,8.9,80.0,4,3.2,4,35,44,13,5
Knowlton Township School District,16,24,29,16,18,17,26,30,0,0,0,0,0,0,176,NJ-412470,2018-2019,19.3,20.5,62.1,36.4,65.8,NA,57.5,36.4,60.5,0,0,8:1,59:1,22,15.0,12.7,81.8,11,6.9,1,39,37,13,10
Lopatcong Township School District,24,54,69,76,77,77,70,90,103,91,0,0,0,0,731,NJ-412790,2018-2019,17.8,13.7,59.3,27.2,65.6,NA,52.4,23.5,58.1,0,0,13:1,183:1,55,15.2,12.7,94.5,45,6.3,5,39,32,15,10
Mansfield Township Elementary School District,26,89,72,74,76,83,101,102,0,0,0,0,0,0,623,NJ-412970,2018-2019,18.6,32.6,58.0,15.8,66.1,NA,38.0,*,*,0,0,11:1,156:1,58,13.9,11.8,81.0,43,7.3,4,37,33,16,11
North Warren Regional School District,0,0,0,0,0,0,0,0,129,128,125,129,132,135,778,NJ-413675,2018-2019,16.3,9.6,57.0,*,*,NA,40.6,12.4,46.6,0,0,10:1,97:1,80,12.7,10.7,86.3,69,8.7,3,30,34,22,11
Oxford Township School District,16,18,32,24,31,29,31,35,21,36,0,0,0,0,273,NJ-413890,2018-2019,22.7,15.0,49.7,16.7,58.4,NA,40.5,13.9,47.4,0,0,9:1,91:1,31,13.8,12.2,93.3,17,6.6,4,31,37,18,10
Phillipsburg School District,346,179,200,211,213,230,215,224,238,210,410,373,425,402,3876,NJ-414100,2018-2019,19.7,53.2,46.5,16.2,56.2,NA,32.4,14.9,37.7,0.018015625,0.03164684354986277,11:1,176:1,338,14.3,12.7,78.1,500,14.1,4,30,30,19,18
Pohatcong Township School District,4,26,27,22,25,34,34,34,46,35,0,0,0,0,287,NJ-414200,2018-2019,18.8,16.7,60.5,13.8,68.7,NA,42.6,*,*,0,0,9:1,96:1,31,14.7,12.0,83.9,7,2.5,4,40,37,15,4
Warren County Vocational Technical School,0,0,0,0,0,0,0,0,0,0,127,117,100,116,460,NJ-415460,2018-2019,20.7,21.7,38.4,*,*,NA,12.1,*,*,0,NA,14:1,115:1,34,11.1,9.9,91.2,73,16.0,4,28,27,21,20
Warren Hills Regional School District,0,0,0,0,0,0,0,0,263,276,310,318,282,279,1729,NJ-415465,2018-2019,13.7,17.5,53.2,11.0,60.5,0.16058087578194816,37.0,*,*,0.01562444641275465,0.07,11:1,133:1,159,12.9,10.6,77.4,179,10.2,4,28,33,19,16
Washington Borough School District,25,64,57,55,50,78,80,84,0,0,0,0,0,0,493,NJ-415480,2018-2019,19.1,37.5,52.4,27.1,57.8,NA,41.0,25.0,44.4,0,0,10:1,123:1,47,14.7,12.8,76.6,54,11.6,3,32,32,19,15
Washington Township School District,18,49,47,58,60,53,69,71,0,0,0,0,0,0,425,NJ-415530,2018-2019,19.5,20.0,63.3,13.9,71.8,NA,62.0,36.1,66.5,0.04461538461538461,0.04461538461538461,9:1,106:1,46,11.3,10.9,71.7,31,7.6,2,31,42,14,11
White Township Consolidated School District,19,23,22,29,28,27,29,32,28,39,0,0,0,0,277,NJ-415780,2018-2019,15.5,15.5,59.4,20.8,65.6,NA,46.3,20.8,50.3,0,0,8:1,139:1,34,17.0,15.1,97.1,16,6.1,4,38,31,19,8
Academy Charter High School,0,0,0,0,0,0,0,0,0,0,45,47,44,46,182,NJ-806010,2018-2019,19.3,79.0,16.3,*,*,NA,17.8,*,*,0,NA,11:1,60:1,17,7.5,4.1,41.2,26,13.5,6,31,21,20,22
Bergen Arts and Science Charter School,0,99,99,97,99,94,95,89,84,82,81,77,79,71,1146,NJ-806013,2018-2019,5.4,45.2,60.1,24.1,61.7,NA,47.7,*,*,0.05096541786743516,0.0775657894736842,14:1,382:1,83,4.4,3.5,43.9,5,0.4,10,53,26,8,2
Foundation Academy Charter School,0,83,84,80,80,84,86,85,82,86,80,77,66,65,1038,NJ-806017,2018-2019,11.2,83.1,47.7,11.1,52.2,NA,45.0,*,*,0,0,13:1,208:1,78,5.6,2.7,30.8,94,9.0,2,36,32,16,13
Central Jersey College Prep Charter School,0,93,94,97,72,49,0,94,71,51,48,47,49,47,812,NJ-806018,2018-2019,6.7,0,81.7,26.5,86.5,NA,71.0,11.8,76.4,0.1258653846153846,0.1968421052631579,11:1,135:1,76,3.8,1.8,15.8,20,2.5,5,46,33,12,3
