ST_LEAID,SchoolYear,DistrictName,TotalEnrollment
NJ-193180,2011-2012,Milford Boro,122
NJ-193660,2011-2012,North Hunterdon-Voorhees Regional High School District,2826.5
NJ-194350,2011-2012,Readington Township Public School District,1951
NJ-194890,2011-2012,South Hunterdon Regional,370.5
NJ-195050,2011-2012,Stockton Borough School District,43
NJ-195180,2011-2012,Tewksbury Township School District,707
NJ-195270,2011-2012,Union Township School,497
NJ-195600,2011-2012,West Amwell Township School,244
NJ-211245,2011-2012,EAST WINDSOR REGIONAL SCHOOL DISTRICT,5030
NJ-211430,2011-2012,Ewing Township Public Schools,3694.5
NJ-211950,2011-2012,Hamilton Township,12308.5
NJ-212280,2011-2012,Hopewell Valley Regional School District,3797
NJ-212580,2011-2012,Lawrence Township Public Schools,4024
NJ-213103,2011-2012,Mercer County Special Services School District,622
NJ-213105,2011-2012,Area Vocational Technical Schools of Mercer County,383.5
NJ-214255,2011-2012,Princeton Public Schools,3343
NJ-215210,2011-2012,Trenton Public Schools,11587
NJ-215510,2011-2012,Robbinsville Public Schools,2854
NJ-215715,2011-2012,West Windsor-Plainsboro Regional School District,9804
NJ-230750,2011-2012,Carteret Public Schools,3626
NJ-230970,2011-2012,Cranbury Township Board of Education,567
NJ-231140,2011-2012,DUNELLEN PUBLIC SCHOOL DISTRICT,1159
NJ-231170,2011-2012,EAST BRUNSWICK PUBLIC SCHOOLS,8308
NJ-231290,2011-2012,Edison Township Public Schools,14214.5
NJ-232150,2011-2012,HIGHLAND PARK BOARD OF EDUCATION,1462.5
NJ-232370,2011-2012,JAMESBURG PUBLIC SCHOOLS,660
NJ-233120,2011-2012,Metuchen Public Schools,2109
NJ-233140,2011-2012,Middlesex Borough Public Schools,2144
NJ-233145,2011-2012,Middlesex Regional Educational Services Commission,468.5
NJ-233150,2011-2012,Middlesex County Vocational and Technical Schools,1808.5
NJ-233220,2011-2012,Milltown Borough Public Schools,661
NJ-233290,2011-2012,MONROE TOWNSHIP BOARD OF EDUCATION,5831
NJ-233530,2011-2012,New Brunswick Public Schools,7653.5
NJ-233620,2011-2012,North Brunswick Township Public Schools,6034
NJ-233845,2011-2012,Old Bridge Township School District,9193.5
NJ-234090,2011-2012,Perth Amboy Public Schools,10258
NJ-234130,2011-2012,Piscataway Township Schools,7285
NJ-234660,2011-2012,Sayreville Public Schools,5681.5
NJ-234830,2011-2012,South Amboy School District,1150.5
NJ-234860,2011-2012,South Brunswick Public Schools,8997
NJ-234910,2011-2012,South Plainfield Public Schools,3638
NJ-234920,2011-2012,South River Public Schools,2304.5
NJ-234970,2011-2012,Spotswood Public Schools,1780
NJ-235850,2011-2012,WOODBRIDGE TOWNSHIP SCHOOL DISTRICT,13109
NJ-250100,2011-2012,Asbury Park School District,1985
NJ-250130,2011-2012,Atlantic Highlands School District,325
NJ-250180,2011-2012,AVON-BY-THE-SEA,161
NJ-250225,2011-2012,BAYSHORE JOINTURE COMMISSION,53
NJ-250270,2011-2012,Belmar Board of Education,559
NJ-250500,2011-2012,Bradley Beach Elementary School,272
NJ-250560,2011-2012,BRIELLE BORO,589
NJ-250945,2011-2012,Colts Neck Township School District,1182
NJ-251000,2011-2012,Deal Elementary School,78
NJ-251260,2011-2012,Eatontown Public Schools,1051
NJ-251440,2011-2012,Fair Haven School District,919
NJ-251490,2011-2012,FARMINGDALE BOARD OF EDUCATION,152
NJ-251640,2011-2012,Freehold Borough Public Schools,1475
NJ-251650,2011-2012,Freehold Regional High School District,11310
NJ-251660,2011-2012,Freehold Township School District,4256
NJ-252105,2011-2012,Hazlet Township Public Schools,3174.5
NJ-252120,2011-2012,Henry Hudson Regional School District,360
NJ-252160,2011-2012,Highlands Elementary,189
NJ-252230,2011-2012,Holmdel Township School District,3118
NJ-252290,2011-2012,HOWELL TOWNSHIP PUBLIC SCHOOLS,6522
NJ-252400,2011-2012,Keansburg School District,1613
NJ-252430,2011-2012,Keyport Board of Education,959
NJ-252720,2011-2012,LITTLE SILVER BORO SCHOOL DISTRICT,770
NJ-252770,2011-2012,LONG BRANCH PUBLIC SCHOOLS,5331
NJ-252920,2011-2012,Manalapan-Englishtown Regional Schools,5161
NJ-252930,2011-2012,Manasquan School District,1648
NJ-253030,2011-2012,MARLBORO TOWNSHIP BOARD OF EDUCATION,4587
NJ-253040,2011-2012,Matawan-Aberdeen Regional School District,3819.5
NJ-253160,2011-2012,MIDDLETOWN TOWNSHIP PUBLIC SCHOOLS,9934.5
NJ-253200,2011-2012,Millstone Township,1142
NJ-253250,2011-2012,MONMOUTH BEACH ELEMENTARY SCHOOL,312
NJ-253255,2011-2012,Monmouth-Ocean Educational Services Commission,22
NJ-253260,2011-2012,Monmouth County Vocational School District,2759
NJ-253270,2011-2012,MONMOUTH REGIONAL,949
NJ-253500,2011-2012,NEPTUNE CITY,391
NJ-253510,2011-2012,NEPTUNE TOWNSHIP SCHOOL DISTRICT,4307.5
NJ-253810,2011-2012,Township of Ocean Schools,3885
NJ-253830,2011-2012,Oceanport School District,649
NJ-254360,2011-2012,Red Bank Borough Public Schools,1018
NJ-254365,2011-2012,Red Bank Regional,1127
NJ-254520,2011-2012,ROOSEVELT PUBLIC SCHOOL DISTRICT,69
NJ-254570,2011-2012,Rumson Borough,982
NJ-254580,2011-2012,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,908.5
NJ-254690,2011-2012,Sea Girt Borough Public Schools,161
NJ-254760,2011-2012,SHORE REGIONAL HIGH SCHOOL DISTRICT,634.5
NJ-254770,2011-2012,SHREWSBURY BOROUGH SCHOOL DISTRICT,489
NJ-254980,2011-2012,Spring Lake Borough,269
NJ-254990,2011-2012,SPRING LAKE HEIGHTS SCHOOL DISTRICT,357
NJ-255185,2011-2012,Tinton Falls School District,1553
NJ-255230,2011-2012,Union Beach Public School District,732
NJ-255310,2011-2012,UPPER FREEHOLD REGIONAL SCHOOL DISTRICT,2297.5
NJ-255420,2011-2012,Wall Township Public Schools,3876.5
NJ-255640,2011-2012,West Long Branch Board of Education,592
NJ-270450,2011-2012,Boonton Town School District,1260
NJ-270460,2011-2012,Boonton Township Public School,487
NJ-270630,2011-2012,Butler Public Schools,1121
NJ-270785,2011-2012,The School District of the Chathams,4056.5
NJ-270820,2011-2012,CHESTER SCHOOL DISTRICT,1305
NJ-271090,2011-2012,Denville Township Board of Education,1817
NJ-271110,2011-2012,Dover Public School District,2974.5
NJ-271190,2011-2012,East Hanover Township School District,1099
NJ-271530,2011-2012,FLORHAM PARK PUBLIC SCHOOLS,1009
NJ-271990,2011-2012,Hanover Park Regional High School District,1473
NJ-272000,2011-2012,Hanover Township Board of Education,1493
NJ-272010,2011-2012,Harding Township,332
NJ-272380,2011-2012,Jefferson Township,3438.5
NJ-272460,2011-2012,Kinnelon Board of Education,2126
NJ-272650,2011-2012,Lincoln Park School District,873
NJ-272870,2011-2012,Madison Public Schools,2402.5
NJ-273090,2011-2012,MENDHAM BOROUGH,672
NJ-273100,2011-2012,Mendham Township Board of Education,792
NJ-273240,2011-2012,Mine Hill Township,417
NJ-273340,2011-2012,Montville Township School District,4127.5
NJ-273364,2011-2012,Educational Services Commission of Morris County,66
NJ-273365,2011-2012,Morris County Vocational School District,876
NJ-273370,2011-2012,Morris Hills Regional District,2777.5
NJ-273380,2011-2012,MORRIS PLAINS SCHOOL DISTRICT,627
NJ-273385,2011-2012,MORRIS SCHOOL DISTRICT,4152.5
NJ-273410,2011-2012,Mount Arlington Public School District,373
NJ-273450,2011-2012,Mount Olive Township School District,4721.5
NJ-273460,2011-2012,Mountain Lakes Board of Education,1570.5
NJ-273520,2011-2012,Netcong Elementary School,281
NJ-273950,2011-2012,Parsippany-Troy Hills Township Schools,7243
NJ-274000,2011-2012,Long Hill Township School District,924
NJ-274080,2011-2012,Pequannock Township School District,2253
NJ-274330,2011-2012,Randolph Township Schools,5179.5
NJ-274440,2011-2012,Riverdale School District,342
NJ-274480,2011-2012,Rockaway Borough Public Schools,654
NJ-274490,2011-2012,Rockaway Township School District,2500
NJ-274560,2011-2012,Roxbury Township Public Schools,4008.5
NJ-275520,2011-2012,Washington Township,2551
NJ-275660,2011-2012,WEST MORRIS REGIONAL HIGH SCHOOL DISTRICT,2743
NJ-275770,2011-2012,WHARTON BOROUGH BOARD OF EDUCATION,780
NJ-290185,2011-2012,Barnegat Township School District,3179.5
NJ-290210,2011-2012,Bay Head Borough,133
NJ-290230,2011-2012,Beach Haven School District,62
NJ-290320,2011-2012,Berkeley Township,2020
NJ-290530,2011-2012,Brick Township Public Schools,9774
NJ-290770,2011-2012,CENTRAL REGIONAL SCHOOL DISTRICT,1960.5
NJ-291150,2011-2012,Eagleswood Township School District,142
NJ-292350,2011-2012,ISLAND HEIGHTS BOARD OF EDUCATION,109
NJ-292360,2011-2012,Jackson Township School District,9391.5
NJ-292480,2011-2012,Lacey Township School District,4586.5
NJ-292500,2011-2012,LAKEHURST ELEMENTARY SCHOOL DISTRICT,420
NJ-292520,2011-2012,Lakewood Township,5229
NJ-292550,2011-2012,Lavallette Borough Board of Education,167
NJ-292690,2011-2012,LITTLE EGG HARBOR TOWNSHIP SCHOOL DISTRICT,1781
NJ-292760,2011-2012,Long Beach Island Consolidated School District,238
NJ-292940,2011-2012,Manchester Township School District,3149.5
NJ-293790,2011-2012,Ocean County Vocational Technical School,1195
NJ-293800,2011-2012,Ocean Gate School District,159
NJ-293820,2011-2012,Ocean Township School District,535
NJ-294105,2011-2012,PINELANDS REGIONAL BOARD OF EDUCATION,1707
NJ-294190,2011-2012,Plumsted Township Board of Education,1555
NJ-294210,2011-2012,POINT PLEASANT BOROUGH BOARD OF EDUCATION,2943.5
NJ-294220,2011-2012,Point Pleasant Beach Board of Education,865
NJ-294710,2011-2012,SEASIDE HEIGHTS SCHOOL DISTRICT,230
NJ-294950,2011-2012,Southern Regional School District,3037.5
NJ-295020,2011-2012,Stafford Township School District,2300
NJ-295190,2011-2012,Toms River Regional School District,16777
NJ-295220,2011-2012,Tuckerton Borough School District,345
NJ-310420,2011-2012,Bloomingdale School District,613
NJ-310900,2011-2012,Clifton Public Schools,10992
NJ-311920,2011-2012,Haledon Public School District,1038
NJ-312100,2011-2012,Hawthorne Board of Education,2168
NJ-312510,2011-2012,Lakeland Regional High School District,1098.5
NJ-312700,2011-2012,Little Falls Township Public School District,916
NJ-313640,2011-2012,North Haledon School District,698
NJ-313970,2011-2012,Passaic City Public Schools,13140
NJ-313975,2011-2012,Passaic County Educational Services Commission,60
NJ-313980,2011-2012,PASSAIC CO MANCHESTER REGIONAL HIGH SCHOOL DISTRICT,812
NJ-313990,2011-2012,Passaic Valley Regional High School District #1,1354.5
NJ-313995,2011-2012,PASSAIC COUNTY VOCATIONAL SCHOOL DISTRICT,3212
NJ-314010,2011-2012,PATERSON PUBLIC SCHOOLS,24257
NJ-314230,2011-2012,POMPTON LAKES BORO,1663
NJ-314270,2011-2012,Prospect Park,883
NJ-314400,2011-2012,Ringwood School District,941
NJ-315200,2011-2012,Totowa Public Schools,989
NJ-315440,2011-2012,Wanaque Public Schools,928
NJ-315570,2011-2012,WAYNE TOWNSHIP PUBLIC SCHOOLS,8560
NJ-315650,2011-2012,West Milford Township Public Schools,3782
NJ-315690,2011-2012,Woodland Park Public Schools,1087
NJ-330060,2011-2012,ALLOWAY TWP SCHOOL DISTRICT,418
NJ-331350,2011-2012,Elsinboro Township School District,99
NJ-332800,2011-2012,LOWER ALLOWAYS CREEK,193
NJ-332950,2011-2012,Mannington Township School,164
NJ-333860,2011-2012,OLDMANS TOWNSHIP,228
NJ-334070,2011-2012,Penns Grove-Carneys Point Regional School District,2311.5
NJ-334075,2011-2012,PENNSVILLE PUBLIC SCHOOL DISTRICT,1846.5
NJ-334150,2011-2012,PITTSGROVE TOWNSHIP BOARD OF EDUCATION,1773.5
NJ-334280,2011-2012,QUINTON TOWNSHIP BOARD OF EDUCATION,366
NJ-334630,2011-2012,SALEM CITY BOARD OF EDUCATION,1227
NJ-334635,2011-2012,Salem County Special Services School District,99
NJ-334640,2011-2012,Salem County Vocational Technical School,722.5
NJ-335320,2011-2012,UPPER PITTSGROVE TWP Scool District,410
NJ-335910,2011-2012,Woodstown-Pilesgrove Regional School District,1628.5
NJ-350240,2011-2012,Bedminster Township Public School,582
NJ-350350,2011-2012,Bernards Township Public Schools,5665.5
NJ-350490,2011-2012,BOUND BROOK SCHOOL DISTRICT,1533
NJ-350510,2011-2012,BRANCHBURG TOWNSHIP,1707
NJ-350555,2011-2012,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,8747.5
NJ-351610,2011-2012,Franklin Township Public Schools,7763
NJ-351810,2011-2012,Green Brook Township Public Schools,964
NJ-352170,2011-2012,Hillsborough Township Public School District,7293.5
NJ-353000,2011-2012,Manville Board of Education,1289.5
NJ-353320,2011-2012,Montgomery Township School District,5043.5
NJ-353670,2011-2012,NORTH PLAINFIELD BORO,3152
NJ-354805,2011-2012,Somerset County Educational Services Commission,113
NJ-354810,2011-2012,SOMERSET COUNTY VOCATIONAL AND TECHNICAL SCHOOLS,460.5
NJ-354815,2011-2012,Somerset Hills Regional School District,2025.5
NJ-354820,2011-2012,SOMERVILLE PUBLIC SCHOOLS,2228
NJ-354850,2011-2012,South Bound Brook Public Schools,462
NJ-355470,2011-2012,Warren Township Schools,2095
NJ-355540,2011-2012,Watchung Borough Public School District,680
NJ-355550,2011-2012,WATCHUNG HILLS REGIONAL HIGH SCHOOL,2067.5
NJ-370090,2011-2012,Andover Regional,605
NJ-370640,2011-2012,Byram Township Board of Education,1024
NJ-371560,2011-2012,Frankford Township School District,565
NJ-371570,2011-2012,Franklin Borough School District,500
NJ-371630,2011-2012,FREDON TOWNSHIP SCHOOL DISTRICT,326
NJ-371800,2011-2012,Green Township School District,475
NJ-371930,2011-2012,Hamburg School District,272
NJ-371980,2011-2012,HAMPTON TOWNSHIP SCHOOL DISTRICT,391
NJ-372030,2011-2012,Hardyston Township School District,684
NJ-372165,2011-2012,HIGH POINT REGIONAL HIGH SCHOOL,1082.5
NJ-372240,2011-2012,Hopatcong Borough Schools,2020
NJ-372465,2011-2012,Kittatinny Regional School District,1139.5
NJ-372490,2011-2012,LAFAYETTE TOWNSHIP SCHOOL DISTRICT,252
NJ-372615,2011-2012,Lenape Valley Regional High School,740.5
NJ-373300,2011-2012,MONTAGUE TOWNSHIP SCHOOL DISTRICT,303
NJ-373590,2011-2012,NEWTON PUBLIC SCHOOLS,1522
NJ-373840,2011-2012,Ogdensburg Borough School District,299
NJ-374650,2011-2012,Sandyston-Walpack Consolidated School,144
NJ-374960,2011-2012,SPARTA TOWNSHIP PUBLIC SCHOOLS,3693
NJ-375030,2011-2012,Stanhope,354
NJ-375040,2011-2012,STILLWATER TOWNSHIP SCHOOL,366
NJ-375100,2011-2012,Sussex-Wantage Regional School District,1362
NJ-375105,2011-2012,SUSSEX COUNTY EDUCATIONAL SERVICES COMMISSION,24
NJ-375110,2011-2012,Sussex County Technical School,655.5
NJ-375360,2011-2012,Vernon Township School District,3806.5
NJ-375435,2011-2012,WALLKILL VALLEY REGIONAL HIGH SCHOOL,707.5
NJ-390310,2011-2012,BERKELEY HEIGHTS PUBLIC SCHOOLS,2785
NJ-390850,2011-2012,Clark Township Public Schools,2287.5
NJ-390980,2011-2012,Cranford Public School District,3773
NJ-391320,2011-2012,Elizabeth Public Schools,23386
NJ-391710,2011-2012,Garwood Boro,409
NJ-392190,2011-2012,Hillside Board of Education,3078.5
NJ-392420,2011-2012,KENILWORTH PUBLIC SCHOOLS,1326.5
NJ-392660,2011-2012,Linden City Board of Education,5951.5
NJ-393395,2011-2012,Morris-Union Jointure Commisson,269
NJ-393470,2011-2012,MOUNTAINSIDE SCHOOL DISTRICT,809
NJ-393560,2011-2012,New Providence Board of Education,1879
NJ-394160,2011-2012,Plainfield Public Schools,6387.5
NJ-394290,2011-2012,Rahway Public School District,3827
NJ-394540,2011-2012,ROSELLE PUBLIC SCHOOLS,2692
NJ-394550,2011-2012,Roselle Park Board of Education,1976
NJ-394670,2011-2012,Scotch Plains-Fanwood School District,5472
NJ-395000,2011-2012,Springfield Public Schools,2172
NJ-395090,2011-2012,Summit Public Schools,4049
NJ-395245,2011-2012,Union County Educational Services Commission,265
NJ-395260,2011-2012,Union County Vocational-Technical School District,1513.5
NJ-395290,2011-2012,Twp of Union Board of Education,7441.5
NJ-395730,2011-2012,WESTFIELD PUBLIC SCHOOLS,6280
NJ-395810,2011-2012,Winfield Township,150
NJ-410030,2011-2012,Allamuchy Township School District,425
NJ-410070,2011-2012,Alpha Borough Public School,273
NJ-410280,2011-2012,BELVIDERE SCHOOL DISTRICT,803
NJ-410400,2011-2012,Blairstown Elementary Township School District,599
NJ-411620,2011-2012,Franklin Township School District,292
NJ-411670,2011-2012,FRELINGHUYSEN TOWNSHIP SCHOOL DISTRICT,166
NJ-411785,2011-2012,GREAT MEADOWS REGIONAL SCHOOL DISTRICT,873
NJ-411840,2011-2012,Greenwich Township School District,870
NJ-411870,2011-2012,Hackettstown Public Schools,1809
NJ-412040,2011-2012,HARMONY TOWNSHIP SCHOOL,283
NJ-412250,2011-2012,Hope Township School District,195
NJ-412470,2011-2012,KNOWLTON TOWNSHIP BOARD OF EDUCATION,269
NJ-412790,2011-2012,Lopatcong Township School District,876
NJ-412970,2011-2012,Mansfield Township Elementary School,709
NJ-413675,2011-2012,North Warren Regional School District,998
NJ-413890,2011-2012,Oxford Township School District,278
NJ-414100,2011-2012,Phillipsburg School District,3656
NJ-414200,2011-2012,Pohatcong Township School District,356
NJ-415450,2011-2012,Warren County Special Services School District,26
NJ-415460,2011-2012,WARREN COUNTY TECHNICAL SCHOOL,452
NJ-415465,2011-2012,Warren Hills Regional School District,1894
NJ-415480,2011-2012,WASHINGTON BOROUGH SCHOOLS,539
NJ-415530,2011-2012,Washington Township School District,586
NJ-415780,2011-2012,WHITE TOWNSHIP SCHOOL DISTRICT,349
NJ-806010,2011-2012,Academy Charter High School,193.5
NJ-806013,2011-2012,BERGEN ARTS AND SCIENCES CS,558
NJ-806016,2011-2012,Adelaide L. Sanford Charter School,328
NJ-806017,2011-2012,Foundation Academy Charter School,304
NJ-806018,2011-2012,Central Jersey College Prep CS,318
NJ-806020,2011-2012,Pride Academy Charter School,240
NJ-806021,2011-2012,Community Charter School of Paterson,455
NJ-806022,2011-2012,Burch Charter School of Excellence,260
NJ-806024,2011-2012,Camden's Pride Charter School,214
NJ-806025,2011-2012,Paul Robeson Charter School for the Humanities,275
NJ-806026,2011-2012,Riverbank Charter SChool of Excellence,138
NJ-806027,2011-2012,The Institute for Excellence Charter School,398
NJ-806028,2011-2012,Vineland Public Charter School,189
NJ-806029,2011-2012,Newark Educators Community Charter School,276
NJ-806030,2011-2012,THE ETHICAL COMMUNITY CHARTER SCHOO,199
NJ-806032,2011-2012,Academy for Urban Leadership Charter School,138
NJ-806033,2011-2012,THE BARACK OBAMA GREEN CHARTER HIGH,163
NJ-806036,2011-2012,Hoboken Dual Language Charter School,159
NJ-806037,2011-2012,Newark Legacy Charter School,90
NJ-806038,2011-2012,Visions Academy Charter High School,268
NJ-806041,2011-2012,HATIKVAH INTERNATIONAL CHARTER SCHOOL,146
NJ-806044,2011-2012,Renaissance Regional Leadership Charter School,131
NJ-806053,2011-2012,Great Oaks Charter School,133
NJ-806057,2011-2012,People's Preparatory Charter School,98
NJ-806058,2011-2012,ROSEVILLE COMMUNITY CHARTER SCHOOL,85
NJ-806064,2011-2012,Dr Lena Edwards Academic Charter School,346
NJ-806067,2011-2012,The Kingdom Charter School of Leadership,118
NJ-806068,2011-2012,M.E.T.S. CHARTER SCHOOL,320
NJ-806069,2011-2012,Millville Public Charter School,96
NJ-806079,2011-2012,John P. Holland Charter School,165
NJ-806080,2011-2012,Passaic Arts and Science Charter School,357
NJ-806212,2011-2012,Camden Academy Charter High School,417
NJ-806215,2011-2012,Camden's Promise Charter School,430
NJ-806217,2011-2012,CENTRAL JERSEY ARTS CHARTER SCHOOL,371
NJ-806232,2011-2012,Environment Community Opportunity (ECO) Charter School,212
NJ-806235,2011-2012,Liberty Academy Charter School,276
NJ-806240,2011-2012,Freedom Academy Charter School,256
NJ-806320,2011-2012,Discovery Charter School,76
NJ-806325,2011-2012,D.U.E. Season Charter School,532
NJ-806410,2011-2012,EAST ORANGE COMMUNITY CHARTER SCHOOL,489
